SO301685        ,MCCLURE NAISMITH LLP                                                                                                    ,            12017465,                NULL,        145,7411  ,292 ST. VINCENT STREET                                                                              ,GLASGOW                                                                                             ,NULL                                                                                                ,NULL                                                                                                ,NULL                                                                                                ,GLASGOW             ,LANARKSHIRE         ,G2 5TQ  
SO301668        ,ANDERSON ANDERSON & BROWN LLP                                                                                           ,            15190257,             8922919,        157,7412  ,9 Queens Road                                                                                       ,Aberdeen                                                                                            ,Aberdeenshire                                                                                       ,NULL                                                                                                ,NULL                                                                                                ,ABERDEEN            ,ABERDEENSHIRE       ,AB15 4YL
SO301657        ,CLYDE BLOWERS CAPITAL IM LLP                                                                                            ,            11356741,                NULL,         10,7011  ,1 REDWOOD CRESCENT                                                                                  ,EAST KILBRIDE                                                                                       ,STRATHCLYDE                                                                                         ,NULL                                                                                                ,NULL                                                                                                ,GLASGOW             ,LANARKSHIRE         ,G74 5PA 
SO301651        ,INDORE LLP                                                                                                              ,             3047680,              358304,       NULL,9305  ,69 BRUNSWICK STREET                                                                                 ,EDINBURGH                                                                                           ,NULL                                                                                                ,NULL                                                                                                ,NULL                                                                                                ,EDINBURGH           ,MIDLOTHIAN          ,EH7 5HT 
SO302325        ,ALLT DEARG WIND FARMERS LLP                                                                                             ,             3116611,             2063316,          6,0     ,ORMSARY ESTATE OFFICE                                                                               ,ORMSARY                                                                                             ,LOCHGILPHEAD                                                                                        ,ARGYLL                                                                                              ,NULL                                                                                                ,LOCHGILPHEAD        ,ARGYLL              ,PA31 8PE
SO302262        ,DUNEDIN LLP                                                                                                             ,            10168000,                NULL,         13,7484  ,SALTIRE COURT 20 CASTLE TERRAC                                                                      ,EDINBURGH                                                                                           ,LOTHIAN                                                                                             ,NULL                                                                                                ,NULL                                                                                                ,EDINBURGH           ,MIDLOTHIAN          ,EH1 2EN 
SO302085        ,DIGBY BROWN LLP                                                                                                         ,            17517790,                NULL,        171,7484  ,CAUSEWAYSIDE HOUSE 160                                                                              ,CAUSEWAYSIDE                                                                                        ,EDINBURGH                                                                                           ,NULL                                                                                                ,NULL                                                                                                ,EDINBURGH           ,MIDLOTHIAN          ,EH9 1PR 
SO302064        ,LOMOND CAPITAL PARTNERSHIP LLP                                                                                          ,             9127087,             8389455,        192,7484  ,1 NORTH CHARLOTTE STREET                                                                            ,EDINBURGH                                                                                           ,NULL                                                                                                ,NULL                                                                                                ,NULL                                                                                                ,EDINBURGH           ,MIDLOTHIAN          ,EH2 4HR 
SO301884        ,SCOTTISH EQUITY PARTNERS LLP                                                                                            ,             7059731,                NULL,         22,7415  ,17 BLYTHSWOOD SQUARE                                                                                ,GLASGOW                                                                                             ,SCOTLAND                                                                                            ,NULL                                                                                                ,NULL                                                                                                ,GLASGOW             ,LANARKSHIRE         ,G2 4AD  
SO301861        ,INTO SCOTLAND LLP                                                                                                       ,             2924403,             1388039,         43,7484  ,THE BRITANNIA BUILDING                                                                              ,CITY CAMPUS                                                                                         ,COWCADDENS ROAD                                                                                     ,GLASGOW                                                                                             ,NULL                                                                                                ,GLASGOW             ,LANARKSHIRE         ,NULL    
SO301600        ,BLACKADDERS LLP                                                                                                         ,             7433077,                NULL,        134,7484  ,30 & 34 REFORM STREET                                                                               ,DUNDEE                                                                                              ,TAYSIDE                                                                                             ,NULL                                                                                                ,NULL                                                                                                ,DUNDEE              ,ANGUS               ,DD1 1RJ 
SO301485        ,ANDERSON STRATHERN LLP                                                                                                  ,            21644506,                NULL,        286,7411  ,1 RUTLAND COURT                                                                                     ,EDINBURGH                                                                                           ,LOTHIAN                                                                                             ,NULL                                                                                                ,NULL                                                                                                ,EDINBURGH           ,MIDLOTHIAN          ,EH3 8EY 
